CREATEDAT,CREATEDBY,MODIFIEDAT,MODIFIEDBY,code ,description,department_code
0010-10-20 22:00:00.000000369,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000369,juan.isaza@giproyectos.com,18247,El Doncello,18
0010-10-20 22:00:00.000000370,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000370,juan.isaza@giproyectos.com,18256,El Paujil,18
0010-10-20 22:00:00.000000371,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000371,juan.isaza@giproyectos.com,18001,Florencia,18
0010-10-20 22:00:00.000000372,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000372,juan.isaza@giproyectos.com,1841,La Montañita,18
0010-10-20 22:00:00.000000373,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000373,juan.isaza@giproyectos.com,1846,Milán,18
0010-10-20 22:00:00.000000374,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000374,juan.isaza@giproyectos.com,18479,Morelia,18
0010-10-20 22:00:00.000000375,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000375,juan.isaza@giproyectos.com,18592,Puerto Rico,18
0010-10-20 22:00:00.000000376,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000376,juan.isaza@giproyectos.com,1861,San José del Fragua,18
0010-10-20 22:00:00.000000377,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000377,juan.isaza@giproyectos.com,18753,San Vicente del Caguán,18
0010-10-20 22:00:00.000000378,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000378,juan.isaza@giproyectos.com,18756,Solano,18
0010-10-20 22:00:00.000000379,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000379,juan.isaza@giproyectos.com,18785,Solita,18
0010-10-20 22:00:00.000000380,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000380,juan.isaza@giproyectos.com,1886,Valparaíso,18
0010-10-20 22:00:00.000000381,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000381,juan.isaza@giproyectos.com,8501,Aguazul,85
0010-10-20 22:00:00.000000382,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000382,juan.isaza@giproyectos.com,85015,Chámeza,85
0010-10-20 22:00:00.000000383,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000383,juan.isaza@giproyectos.com,85125,Hato Corozal,85
0010-10-20 22:00:00.000000384,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000384,juan.isaza@giproyectos.com,85136,La Salina,85
0010-10-20 22:00:00.000000385,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000385,juan.isaza@giproyectos.com,85139,Maní,85
0010-10-20 22:00:00.000000386,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000386,juan.isaza@giproyectos.com,85162,Monterrey,85
0010-10-20 22:00:00.000000387,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000387,juan.isaza@giproyectos.com,85225,Nunchía,85
0010-10-20 22:00:00.000000388,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000388,juan.isaza@giproyectos.com,8523,Orocué,85
0010-10-20 22:00:00.000000389,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000389,juan.isaza@giproyectos.com,8525,Paz de Ariporo,85
0010-10-20 22:00:00.000000390,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000390,juan.isaza@giproyectos.com,85263,Pore,85
0010-10-20 22:00:00.000000391,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000391,juan.isaza@giproyectos.com,85279,Recetor,85
0010-10-20 22:00:00.000000392,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000392,juan.isaza@giproyectos.com,853,Sabanalarga,85
0010-10-20 22:00:00.000000393,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000393,juan.isaza@giproyectos.com,85315,Sácama,85
0010-10-20 22:00:00.000000394,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000394,juan.isaza@giproyectos.com,15667,San Luis de Gaceno,85
0010-10-20 22:00:00.000000395,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000395,juan.isaza@giproyectos.com,854,Támara,85
0010-10-20 22:00:00.000000396,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000396,juan.isaza@giproyectos.com,8541,Tauramena,85
0010-10-20 22:00:00.000000397,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000397,juan.isaza@giproyectos.com,8543,Trinidad,85
0010-10-20 22:00:00.000000398,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000398,juan.isaza@giproyectos.com,8544,Villanueva,85
0010-10-20 22:00:00.000000399,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000399,juan.isaza@giproyectos.com,85001,Yopal,85
0010-10-20 22:00:00.000000400,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000400,juan.isaza@giproyectos.com,19022,Almaguer,19
0010-10-20 22:00:00.000000401,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000401,juan.isaza@giproyectos.com,1905,Argelia,19
0010-10-20 22:00:00.000000402,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000402,juan.isaza@giproyectos.com,19075,Balboa,19
0010-10-20 22:00:00.000000403,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000403,juan.isaza@giproyectos.com,191,Bolívar,19
0010-10-20 22:00:00.000000404,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000404,juan.isaza@giproyectos.com,1911,Buenos Aires,19
0010-10-20 22:00:00.000000405,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000405,juan.isaza@giproyectos.com,1913,Cajibío,19
0010-10-20 22:00:00.000000406,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000406,juan.isaza@giproyectos.com,19137,Caldono,19
0010-10-20 22:00:00.000000407,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000407,juan.isaza@giproyectos.com,19142,Caloto,19
0010-10-20 22:00:00.000000408,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000408,juan.isaza@giproyectos.com,19212,Corinto,19
0010-10-20 22:00:00.000000409,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000409,juan.isaza@giproyectos.com,19256,El Tambo,19
0010-10-20 22:00:00.000000410,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000410,juan.isaza@giproyectos.com,1929,Florencia,19
0010-10-20 22:00:00.000000411,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000411,juan.isaza@giproyectos.com,193,Guachené,19
0010-10-20 22:00:00.000000412,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000412,juan.isaza@giproyectos.com,19318,Guapi,19
0010-10-20 22:00:00.000000413,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000413,juan.isaza@giproyectos.com,19355,Inzá,19
0010-10-20 22:00:00.000000414,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000414,juan.isaza@giproyectos.com,19364,Jambaló,19
0010-10-20 22:00:00.000000415,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000415,juan.isaza@giproyectos.com,19392,La Sierra,19
0010-10-20 22:00:00.000000416,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000416,juan.isaza@giproyectos.com,19397,La Vega,19
0010-10-20 22:00:00.000000417,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000417,juan.isaza@giproyectos.com,19418,López,19
0010-10-20 22:00:00.000000418,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000418,juan.isaza@giproyectos.com,1945,Mercaderes,19
0010-10-20 22:00:00.000000419,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000419,juan.isaza@giproyectos.com,19455,Miranda,19
0010-10-20 22:00:00.000000420,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000420,juan.isaza@giproyectos.com,19473,Morales,19
0010-10-20 22:00:00.000000421,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000421,juan.isaza@giproyectos.com,19513,Padilla,19
0010-10-20 22:00:00.000000422,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000422,juan.isaza@giproyectos.com,19517,Páez,19
0010-10-20 22:00:00.000000423,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000423,juan.isaza@giproyectos.com,19532,Patía,19
0010-10-20 22:00:00.000000424,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000424,juan.isaza@giproyectos.com,19533,Piamonte,19
0010-10-20 22:00:00.000000425,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000425,juan.isaza@giproyectos.com,19548,Piendamó,19
0010-10-20 22:00:00.000000426,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000426,juan.isaza@giproyectos.com,19001,Popayán,19
0010-10-20 22:00:00.000000427,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000427,juan.isaza@giproyectos.com,19573,Puerto Tejada,19
0010-10-20 22:00:00.000000428,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000428,juan.isaza@giproyectos.com,19585,Puracé,19
0010-10-20 22:00:00.000000429,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000429,juan.isaza@giproyectos.com,19622,Rosas,19
0010-10-20 22:00:00.000000430,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000430,juan.isaza@giproyectos.com,19693,San Sebastián,19
0010-10-20 22:00:00.000000431,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000431,juan.isaza@giproyectos.com,19701,Santa Rosa,19
0010-10-20 22:00:00.000000432,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000432,juan.isaza@giproyectos.com,19698,Santander de Quilichao,19
0010-10-20 22:00:00.000000433,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000433,juan.isaza@giproyectos.com,19743,Silvia,19
0010-10-20 22:00:00.000000434,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000434,juan.isaza@giproyectos.com,1976,Sotara,19
0010-10-20 22:00:00.000000435,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000435,juan.isaza@giproyectos.com,1978,Suárez,19
0010-10-20 22:00:00.000000436,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000436,juan.isaza@giproyectos.com,19785,Sucre,19
0010-10-20 22:00:00.000000437,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000437,juan.isaza@giproyectos.com,19807,Timbío,19
0010-10-20 22:00:00.000000438,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000438,juan.isaza@giproyectos.com,19809,Timbiquí,19
0010-10-20 22:00:00.000000439,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000439,juan.isaza@giproyectos.com,19821,Toribio,19
0010-10-20 22:00:00.000000440,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000440,juan.isaza@giproyectos.com,19824,Totoró,19
0010-10-20 22:00:00.000000441,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000441,juan.isaza@giproyectos.com,19845,Villa Rica,19
0010-10-20 22:00:00.000000442,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000442,juan.isaza@giproyectos.com,20011,Aguachica,20
0010-10-20 22:00:00.000000443,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000443,juan.isaza@giproyectos.com,20013,Agustín Codazzi,20
0010-10-20 22:00:00.000000444,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000444,juan.isaza@giproyectos.com,20032,Astrea,20
0010-10-20 22:00:00.000000445,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000445,juan.isaza@giproyectos.com,20045,Becerril,20
0010-10-20 22:00:00.000000446,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000446,juan.isaza@giproyectos.com,2006,Bosconia,20
0010-10-20 22:00:00.000000447,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000447,juan.isaza@giproyectos.com,20175,Chimichagua,20
0010-10-20 22:00:00.000000448,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000448,juan.isaza@giproyectos.com,20178,Chiriguaná,20
0010-10-20 22:00:00.000000449,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000449,juan.isaza@giproyectos.com,20228,Curumaní,20
0010-10-20 22:00:00.000000450,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000450,juan.isaza@giproyectos.com,20238,El Copey,20
0010-10-20 22:00:00.000000451,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000451,juan.isaza@giproyectos.com,2025,El Paso,20
0010-10-20 22:00:00.000000452,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000452,juan.isaza@giproyectos.com,20295,Gamarra,20
0010-10-20 22:00:00.000000453,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000453,juan.isaza@giproyectos.com,2031,González,20
0010-10-20 22:00:00.000000454,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000454,juan.isaza@giproyectos.com,20383,La Gloria,20
0010-10-20 22:00:00.000000455,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000455,juan.isaza@giproyectos.com,204,La Jagua de Ibirico,20
0010-10-20 22:00:00.000000456,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000456,juan.isaza@giproyectos.com,20621,La Paz,20
0010-10-20 22:00:00.000000457,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000457,juan.isaza@giproyectos.com,20443,Manaure,20
0010-10-20 22:00:00.000000458,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000458,juan.isaza@giproyectos.com,20517,Pailitas,20
0010-10-20 22:00:00.000000459,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000459,juan.isaza@giproyectos.com,2055,Pelaya,20
0010-10-20 22:00:00.000000460,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000460,juan.isaza@giproyectos.com,2057,Pueblo Bello,20
0010-10-20 22:00:00.000000461,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000461,juan.isaza@giproyectos.com,20614,Río de Oro,20
0010-10-20 22:00:00.000000462,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000462,juan.isaza@giproyectos.com,2071,San Alberto,20
0010-10-20 22:00:00.000000463,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000463,juan.isaza@giproyectos.com,2075,San Diego,20
0010-10-20 22:00:00.000000464,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000464,juan.isaza@giproyectos.com,2077,San Martín,20
0010-10-20 22:00:00.000000465,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000465,juan.isaza@giproyectos.com,20787,Tamalameque,20
0010-10-20 22:00:00.000000466,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000466,juan.isaza@giproyectos.com,20001,Valledupar,20
0010-10-20 22:00:00.000000467,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000467,juan.isaza@giproyectos.com,27006,Acandí,27
0010-10-20 22:00:00.000000468,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000468,juan.isaza@giproyectos.com,27025,Alto Baudo,27
0010-10-20 22:00:00.000000469,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000469,juan.isaza@giproyectos.com,2705,Atrato,27
0010-10-20 22:00:00.000000470,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000470,juan.isaza@giproyectos.com,27073,Bagadó,27
0010-10-20 22:00:00.000000471,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000471,juan.isaza@giproyectos.com,27075,Bahía Solano,27
0010-10-20 22:00:00.000000472,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000472,juan.isaza@giproyectos.com,27077,Bajo Baudó,27
0010-10-20 22:00:00.000000473,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000473,juan.isaza@giproyectos.com,27086,Belén de Bajira,27
0010-10-20 22:00:00.000000474,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000474,juan.isaza@giproyectos.com,27099,Bojaya,27
0010-10-20 22:00:00.000000475,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000475,juan.isaza@giproyectos.com,2715,Carmen del Darien,27
0010-10-20 22:00:00.000000476,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000476,juan.isaza@giproyectos.com,2716,Cértegui,27
0010-10-20 22:00:00.000000477,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000477,juan.isaza@giproyectos.com,27205,Condoto,27
0010-10-20 22:00:00.000000478,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000478,juan.isaza@giproyectos.com,27135,El Cantón del San Pablo,27
0010-10-20 22:00:00.000000479,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000479,juan.isaza@giproyectos.com,27245,El Carmen de Atrato,27
0010-10-20 22:00:00.000000480,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000480,juan.isaza@giproyectos.com,2725,El Litoral del San Juan,27
0010-10-20 22:00:00.000000481,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000481,juan.isaza@giproyectos.com,27361,Istmina,27
0010-10-20 22:00:00.000000482,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000482,juan.isaza@giproyectos.com,27372,Juradó,27
0010-10-20 22:00:00.000000483,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000483,juan.isaza@giproyectos.com,27413,Lloró,27
0010-10-20 22:00:00.000000484,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000484,juan.isaza@giproyectos.com,27425,Medio Atrato,27
0010-10-20 22:00:00.000000485,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000485,juan.isaza@giproyectos.com,2743,Medio Baudó,27
0010-10-20 22:00:00.000000486,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000486,juan.isaza@giproyectos.com,2745,Medio San Juan,27
0010-10-20 22:00:00.000000487,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000487,juan.isaza@giproyectos.com,27491,Nóvita,27
0010-10-20 22:00:00.000000488,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000488,juan.isaza@giproyectos.com,27495,Nuquí,27
0010-10-20 22:00:00.000000489,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000489,juan.isaza@giproyectos.com,27001,Quibdó,27
0010-10-20 22:00:00.000000490,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000490,juan.isaza@giproyectos.com,2758,Río Iro,27
0010-10-20 22:00:00.000000491,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000491,juan.isaza@giproyectos.com,276,Río Quito,27
0010-10-20 22:00:00.000000492,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000492,juan.isaza@giproyectos.com,27615,Riosucio,27
0010-10-20 22:00:00.000000493,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000493,juan.isaza@giproyectos.com,2766,San José del Palmar,27
0010-10-20 22:00:00.000000494,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000494,juan.isaza@giproyectos.com,27745,Sipí,27
0010-10-20 22:00:00.000000495,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000495,juan.isaza@giproyectos.com,27787,Tadó,27
0010-10-20 22:00:00.000000496,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000496,juan.isaza@giproyectos.com,278,Unguía,27
0010-10-20 22:00:00.000000497,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000497,juan.isaza@giproyectos.com,2781,Unión Panamericana,27
0010-10-20 22:00:00.000000498,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000498,juan.isaza@giproyectos.com,23068,Ayapel,23
0010-10-20 22:00:00.000000499,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000499,juan.isaza@giproyectos.com,23079,Buenavista,23
0010-10-20 22:00:00.000000500,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000500,juan.isaza@giproyectos.com,2309,Canalete,23
0010-10-20 22:00:00.000000501,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000501,juan.isaza@giproyectos.com,23162,Cereté,23
0010-10-20 22:00:00.000000502,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000502,juan.isaza@giproyectos.com,23168,Chimá,23
0010-10-20 22:00:00.000000503,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000503,juan.isaza@giproyectos.com,23182,Chinú,23
0010-10-20 22:00:00.000000504,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000504,juan.isaza@giproyectos.com,23189,Ciénaga de Oro,23
0010-10-20 22:00:00.000000505,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000505,juan.isaza@giproyectos.com,233,Cotorra,23
0010-10-20 22:00:00.000000506,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000506,juan.isaza@giproyectos.com,2335,La Apartada,23
0010-10-20 22:00:00.000000507,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000507,juan.isaza@giproyectos.com,23417,Lorica,23
0010-10-20 22:00:00.000000508,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000508,juan.isaza@giproyectos.com,23419,Los Córdobas,23
0010-10-20 22:00:00.000000509,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000509,juan.isaza@giproyectos.com,23464,Momil,23
0010-10-20 22:00:00.000000510,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000510,juan.isaza@giproyectos.com,235,Moñitos,23
0010-10-20 22:00:00.000000511,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000511,juan.isaza@giproyectos.com,23466,Montelíbano,23
0010-10-20 22:00:00.000000512,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000512,juan.isaza@giproyectos.com,23001,Montería,23
0010-10-20 22:00:00.000000513,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000513,juan.isaza@giproyectos.com,23555,Planeta Rica,23
0010-10-20 22:00:00.000000514,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000514,juan.isaza@giproyectos.com,2357,Pueblo Nuevo,23
0010-10-20 22:00:00.000000515,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000515,juan.isaza@giproyectos.com,23574,Puerto Escondido,23
0010-10-20 22:00:00.000000516,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000516,juan.isaza@giproyectos.com,2358,Puerto Libertador,23
0010-10-20 22:00:00.000000517,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000517,juan.isaza@giproyectos.com,23586,Purísima,23
0010-10-20 22:00:00.000000518,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000518,juan.isaza@giproyectos.com,2366,Sahagún,23
0010-10-20 22:00:00.000000519,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000519,juan.isaza@giproyectos.com,2367,San Andrés Sotavento,23
0010-10-20 22:00:00.000000520,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000520,juan.isaza@giproyectos.com,23672,San Antero,23
0010-10-20 22:00:00.000000521,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000521,juan.isaza@giproyectos.com,23675,San Bernardo del Viento,23
0010-10-20 22:00:00.000000522,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000522,juan.isaza@giproyectos.com,5649,San Carlos,23
0010-10-20 22:00:00.000000523,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000523,juan.isaza@giproyectos.com,23682,San José de Uré,23
0010-10-20 22:00:00.000000524,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000524,juan.isaza@giproyectos.com,23686,San Pelayo,23
0010-10-20 22:00:00.000000525,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000525,juan.isaza@giproyectos.com,23807,Tierralta,23
0010-10-20 22:00:00.000000526,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000526,juan.isaza@giproyectos.com,23815,Tuchín,23
0010-10-20 22:00:00.000000527,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000527,juan.isaza@giproyectos.com,23855,Valencia,23
0010-10-20 22:00:00.000000528,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000528,juan.isaza@giproyectos.com,25001,Agua de Dios,25
0010-10-20 22:00:00.000000529,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000529,juan.isaza@giproyectos.com,52019,Albán,25
0010-10-20 22:00:00.000000530,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000530,juan.isaza@giproyectos.com,25035,Anapoima,25
0010-10-20 22:00:00.000000531,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000531,juan.isaza@giproyectos.com,2504,Anolaima,25
0010-10-20 22:00:00.000000532,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000532,juan.isaza@giproyectos.com,25599,Apulo,25
0010-10-20 22:00:00.000000533,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000533,juan.isaza@giproyectos.com,25053,Arbeláez,25
0010-10-20 22:00:00.000000534,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000534,juan.isaza@giproyectos.com,25086,Beltrán,25
0010-10-20 22:00:00.000000535,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000535,juan.isaza@giproyectos.com,25095,Bituima,25
0010-10-20 22:00:00.000000536,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000536,juan.isaza@giproyectos.com,25099,Bojacá,25
0010-10-20 22:00:00.000000537,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000537,juan.isaza@giproyectos.com,2512,Cabrera,25
0010-10-20 22:00:00.000000538,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000538,juan.isaza@giproyectos.com,25123,Cachipay,25
0010-10-20 22:00:00.000000539,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000539,juan.isaza@giproyectos.com,25126,Cajicá,25
0010-10-20 22:00:00.000000540,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000540,juan.isaza@giproyectos.com,25148,Caparrapí,25
0010-10-20 22:00:00.000000541,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000541,juan.isaza@giproyectos.com,25151,Caqueza,25
0010-10-20 22:00:00.000000542,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000542,juan.isaza@giproyectos.com,25154,Carmen de Carupa,25
0010-10-20 22:00:00.000000543,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000543,juan.isaza@giproyectos.com,25168,Chaguaní,25
0010-10-20 22:00:00.000000544,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000544,juan.isaza@giproyectos.com,25175,Chía,25
0010-10-20 22:00:00.000000545,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000545,juan.isaza@giproyectos.com,25178,Chipaque,25
0010-10-20 22:00:00.000000546,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000546,juan.isaza@giproyectos.com,25181,Choachí,25
0010-10-20 22:00:00.000000547,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000547,juan.isaza@giproyectos.com,25183,Chocontá,25
0010-10-20 22:00:00.000000548,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000548,juan.isaza@giproyectos.com,252,Cogua,25
0010-10-20 22:00:00.000000549,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000549,juan.isaza@giproyectos.com,25214,Cota,25
0010-10-20 22:00:00.000000550,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000550,juan.isaza@giproyectos.com,25224,Cucunubá,25
0010-10-20 22:00:00.000000551,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000551,juan.isaza@giproyectos.com,25245,El Colegio,25
0010-10-20 22:00:00.000000552,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000552,juan.isaza@giproyectos.com,25258,El Peñón,25
0010-10-20 22:00:00.000000553,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000553,juan.isaza@giproyectos.com,2526,El Rosal,25
